Diet_type,Recipe_name,Cuisine_type,Protein(g),Carbs(g),Fat(g),Extraction_day,Extraction_time,Protein_to_Carbs_ratio,Carbs_to_Fat_ratio
dash,Glazed Aebleskivers,american,32.85,242.76,64.39,10/16/2022,20:33:44,0.135,3.77
dash,Chocolate-Caramel Angel Food Cake,american,34.76,484.98,95.62,10/16/2022,20:33:44,0.072,5.072
dash,Garlic Cheese Spread,american,266.51,510.79,542.37,10/16/2022,20:33:44,0.522,0.942
dash,Singapore Sling,south east asian,1.52,99.02,0.39,10/16/2022,20:33:44,0.015,253.897
dash,Slushies For Grownups,world,2.01,85.23,0.78,10/16/2022,20:33:44,0.024,109.269
dash,Kitchen Sink Vegetable Lasagna with Spiced Tofu Cream Sauce,italian,144.81,168.57,118.63,10/16/2022,20:33:44,0.859,1.421
dash,Gazpacho of Cucumber and Fennel with Tomato Sorbet Recipe,mediterranean,16.22,161.66,56.54,10/16/2022,20:33:44,0.1,2.859
dash,Chinese Lions Head Meatballs,chinese,233.08,260.15,243.08,10/16/2022,20:33:44,0.896,1.07
dash,Maui's Hot Dog Soprano,american,25.56,19.2,67.0,10/16/2022,20:33:44,1.331,0.287
dash,Extra-Crispy Lasagna,italian,221.61,261.56,202.3,10/16/2022,20:33:44,0.847,1.293
dash,Test Pilot,world,0.09,20.31,0.07,10/16/2022,20:33:44,0.004,290.143
dash,Pineapple Sage Mojito,world,0.87,20.62,0.71,10/16/2022,20:33:44,0.042,29.042
dash,Danish Hakkebøf with Soft Onions - Hakkebøf med Bløde Løg,nordic,25.53,50.33,40.86,10/16/2022,20:33:44,0.507,1.232
dash,Indian-Spiced Cashews,american,26.32,78.92,70.76,10/16/2022,20:33:44,0.334,1.115
dash,Zagorski Å¡Trukli,american,156.71,210.95,292.55,10/16/2022,20:33:44,0.743,0.721
dash,Ultra Creamy Mashed Potatoes,american,45.32,217.52,71.01,10/16/2022,20:33:44,0.208,3.063
dash,Anaheim Shrimp Scampi,chinese,125.48,102.63,151.58,10/16/2022,20:33:51,1.223,0.677
dash,Chocolate Coeurs a la Creme,french,31.19,180.37,229.52,10/16/2022,20:33:51,0.173,0.786
dash,Pisco Sour,south american,0.3,206.45,0.04,10/16/2022,20:33:51,0.001,5161.25
dash,The Singapore Sling,south east asian,0.28,20.08,0.14,10/16/2022,20:33:51,0.014,143.429
dash,Shallot Parsley Dip,american,22.8,20.99,19.91,10/16/2022,20:33:51,1.086,1.054
dash,Roti with Curried Filling,indian,50.34,204.19,22.93,10/16/2022,20:33:51,0.247,8.905
dash,Roasted Raw Bananas,american,8.11,80.46,75.44,10/16/2022,20:33:51,0.101,1.067
dash,Grilled Breadsticks,american,4.36,14.07,12.97,10/16/2022,20:33:51,0.31,1.085
dash,Test Pilot Recipe,world,0.06,10.68,0.01,10/16/2022,20:33:51,0.006,1068.0
dash,Kastel's Pumpkin Punch Cocktail Recipe,american,0.48,19.07,0.18,10/16/2022,20:33:51,0.025,105.944
dash,Shrimp Scampi,italian,162.42,401.28,113.57,10/16/2022,20:33:51,0.405,3.533
dash,Strawberry-Pecan Quick Bread,american,35.86,387.64,106.1,10/16/2022,20:33:51,0.093,3.654
dash,Spinach and Feta Puff Pastry Bites,mediterranean,27.72,36.65,36.38,10/16/2022,20:33:51,0.756,1.007
dash,Christmas Egg Pie,american,130.01,52.81,161.37,10/16/2022,20:33:51,2.462,0.327
dash,Drunken Cranberry-Orange Relish,world,4.94,230.76,5.56,10/16/2022,20:33:51,0.021,41.504
dash,Thai Iced Tea Ice Cream,south east asian,55.92,248.18,145.6,10/16/2022,20:33:51,0.225,1.705
dash,Absinthe and Old Lace Cocktail Recipe,american,3.19,17.14,5.47,10/16/2022,20:33:51,0.186,3.133
dash,Candy Corn Trifle,british,51.1,734.24,112.55,10/16/2022,20:33:51,0.07,6.524
dash,The Pink Drink,world,2.87,52.66,0.6,10/16/2022,20:33:58,0.055,87.767
dash,Manhattan Ice Cream Float,american,26.99,198.89,146.97,10/16/2022,20:33:58,0.136,1.353
dash,Cuban Pulled Pork Tacos,mexican,278.39,72.47,287.15,10/16/2022,20:33:58,3.841,0.252
dash,Almond Meal Encrusted Chicken Nuggets - REAL FOOD Healing Recipe from Mee Tracy McCormick,american,191.06,25.06,137.85,10/16/2022,20:33:58,7.624,0.182
dash,Campbell's Classic Green Bean Casserole,south east asian,25.26,147.27,63.74,10/16/2022,20:33:58,0.172,2.31
dash,Acorn Squash Fondue,french,71.36,81.84,191.57,10/16/2022,20:33:58,0.872,0.427
dash,"Twice Baked Sweet Potatoes with Rosemary, Gruyere and Coffee Spiced Pecans",american,14.69,85.49,46.72,10/16/2022,20:33:58,0.172,1.83
dash,Prosciutto-Wrapped Shrimp with Bourbon Barbecue Sauce recipes,american,83.39,95.48,45.97,10/16/2022,20:33:58,0.873,2.077
dash,The Bijou,world,0.03,5.34,0.04,10/16/2022,20:33:58,0.006,133.5
dash,Pork Chops with Peach Salsa,mexican,169.44,44.83,73.07,10/16/2022,20:33:58,3.78,0.614
dash,Iceberg Salad With Benihana Ginger Dressing,mediterranean,11.46,57.99,55.89,10/16/2022,20:33:58,0.198,1.038
dash,Quesadillas,mexican,120.6,295.0,177.32,10/16/2022,20:33:58,0.409,1.664
dash,Sensational Turkey Noodle Soup,american,65.41,49.96,16.52,10/16/2022,20:33:58,1.309,3.024
dash,Seared Salmon,nordic,81.1,1.38,59.35,10/16/2022,20:33:58,58.768,0.023
dash,Shaved Brussels Sprouts Salad,american,21.91,69.71,44.26,10/16/2022,20:34:04,0.314,1.575
dash,Stir-Fried Beef with Tomato and Basil,chinese,60.87,41.45,75.79,10/16/2022,20:34:04,1.469,0.547
dash,Seared Salmon With Cinnamon And Chili Powder,nordic,81.1,1.38,59.35,10/16/2022,20:34:04,58.768,0.023
dash,Pumpkin-Swirl Cheesecake,american,116.18,1331.1,374.13,10/16/2022,20:34:04,0.087,3.558
dash,Spinach-Artichoke Potato Topper,mediterranean,19.57,115.32,67.56,10/16/2022,20:34:04,0.17,1.707
dash,Basil Butter Broiled Oysters,american,115.45,63.68,119.49,10/16/2022,20:34:04,1.813,0.533
dash,East India Cocktail,american,0.08,10.95,0.02,10/16/2022,20:34:04,0.007,547.5
dash,Au Gratin Potatoes (Scalloped Potatoes),french,89.15,279.78,129.73,10/16/2022,20:34:04,0.319,2.157
dash,Asian Salmon Burgers with Grilled Scallions recipes,nordic,95.73,13.53,81.57,10/16/2022,20:34:04,7.075,0.166
dash,Quick Chicken Chasseur,american,185.75,32.21,158.22,10/16/2022,20:34:04,5.767,0.204
dash,Cilantro Grilled Chicken Breast,mediterranean,105.17,13.32,132.24,10/16/2022,20:34:04,7.896,0.101
dash,Roasted Brussels Sprouts and Chestnuts,american,26.1,140.25,33.81,10/16/2022,20:34:04,0.186,4.148
dash,Firecracker Chicken,american,179.41,42.81,82.87,10/16/2022,20:34:04,4.191,0.517
dash,Grandma Dora’s Chopped Liver,kosher,108.64,19.45,75.73,10/16/2022,20:34:04,5.586,0.257
dash,Smoked Tuna Dip,american,47.69,2.4,15.61,10/16/2022,20:34:04,19.871,0.154
dash,Savory Green Apple Salad,american,4.25,29.14,19.39,10/16/2022,20:34:11,0.146,1.503
dash,Macaroni and Cheese,american,132.92,224.58,224.77,10/16/2022,20:34:11,0.592,0.999
dash,Blue Cheese Turkey Rolls,american,30.85,3.56,31.32,10/16/2022,20:34:11,8.666,0.114
dash,Blackberry Mary,world,1.19,17.3,0.35,10/16/2022,20:34:11,0.069,49.429
dash,Chicken Stir Fry,chinese,124.52,11.77,42.06,10/16/2022,20:34:11,10.579,0.28
dash,Decadent Skinny Slaw,american,8.93,54.21,45.49,10/16/2022,20:34:11,0.165,1.192
dash,Pasion Andina,world,0.69,27.55,0.22,10/16/2022,20:34:11,0.025,125.227
dash,Mellow Yellow Spaghetti Squash Casserole,italian,65.58,267.24,43.81,10/16/2022,20:34:11,0.245,6.1
dash,El Chupacabra,mediterranean,4.02,54.42,0.82,10/16/2022,20:34:11,0.074,66.366
dash,Quick tomato soup with cheesy garlic dippers,american,41.38,87.13,41.62,10/16/2022,20:34:11,0.475,2.093
dash,Quinoa and Black eyed pea salad,american,30.28,151.97,39.21,10/16/2022,20:34:11,0.199,3.876
dash,Grits Cheesecake,american,65.26,514.5,240.49,10/16/2022,20:34:11,0.127,2.139
dash,Gentlemen's Relish Recipe,british,67.75,2.34,206.23,10/16/2022,20:34:11,28.953,0.011
dash,Corn Fritters a la New England,american,27.97,159.14,20.77,10/16/2022,20:34:11,0.176,7.662
dash,Louisiana Crab Cakes,french,44.18,47.47,26.8,10/16/2022,20:34:11,0.931,1.771
dash,Lemony Kale and Roasted Mushroom Salad with Pecans recipes,american,31.75,83.78,100.03,10/16/2022,20:34:18,0.379,0.838
dash,Agave teriyaki salmon and brown rice,nordic,225.47,399.61,133.27,10/16/2022,20:34:18,0.564,2.998
dash,"Purple sprouting broccoli, poached eggs & hollandaise",french,71.55,164.24,194.83,10/16/2022,20:34:18,0.436,0.843
dash,Easy Green Chile Quesadilla Recipe With Sprouted Corn Tortillas,mexican,34.34,48.42,50.87,10/16/2022,20:34:18,0.709,0.952
dash,Mediterranean Pasta Shells,mediterranean,38.58,168.61,42.05,10/16/2022,20:34:18,0.229,4.01
dash,Sweet 'n' Sassy Grilled Flank Steak,american,169.61,27.33,78.02,10/16/2022,20:34:18,6.206,0.35
dash,Rum-Raisin Rice Pudding,british,21.66,175.77,25.54,10/16/2022,20:34:18,0.123,6.882
dash,Chipotle Flourless Chocolate Cake recipes,mexican,44.5,395.17,189.79,10/16/2022,20:34:18,0.113,2.082
dash,Mini ginger latkes with dipping sauce,italian,35.33,118.37,16.72,10/16/2022,20:34:18,0.298,7.08
dash,Butternut Squash and Bacon Bloody Mary,american,2.09,19.71,0.57,10/16/2022,20:34:18,0.106,34.579
dash,Seared Salmon with Cinnamon and Chile Powder,nordic,81.1,1.38,59.35,10/16/2022,20:34:18,58.768,0.023
dash,Smoked Salmon Spread,nordic,43.65,13.74,106.8,10/16/2022,20:34:18,3.177,0.129
dash,Egg fried rice with tomatoes,chinese,34.1,111.44,45.35,10/16/2022,20:34:18,0.306,2.457
dash,My Family’s Noodle Kugel,asian,208.36,757.6,114.75,10/16/2022,20:34:18,0.275,6.602
dash,Chile Hold The Beans Add The Vegs,mexican,117.27,71.13,26.36,10/16/2022,20:34:18,1.649,2.698
dash,Low-Fat Warm Eggnog,british,31.97,105.23,14.15,10/16/2022,20:34:18,0.304,7.437
dash,Guinness Float,american,29.8,130.28,127.51,10/16/2022,20:34:18,0.229,1.022
dash,Shrimp Scampi for the Feast of the Fishes,south east asian,108.98,87.19,192.62,10/16/2022,20:34:18,1.25,0.453
dash,Eggs Benedict recipes,american,86.48,58.51,159.2,10/16/2022,20:34:25,1.478,0.368
dash,Edible Pantries Recipe,world,0.01,2.55,0.0,10/16/2022,20:34:25,0.004,
dash,Slow-Cooked Swedish Meatballs,nordic,175.53,319.14,129.57,10/16/2022,20:34:25,0.55,2.463
dash,Raw Chocolate Mousse,american,14.37,132.29,62.11,10/16/2022,20:34:25,0.109,2.13
dash,Caesar Salad,american,66.86,123.94,247.55,10/16/2022,20:34:25,0.539,0.501
dash,Easy Green Bean Casserole,italian,21.41,139.31,58.84,10/16/2022,20:34:25,0.154,2.368
dash,Grilled shrimp with olives and feta,mediterranean,67.66,9.4,70.22,10/16/2022,20:34:25,7.198,0.134
dash,"Roasted Chicken Butternut Squash, Potatoes and Leeks",american,49.4,116.2,26.29,10/16/2022,20:34:25,0.425,4.42
dash,Don't Be Sour,french,2.96,21.57,0.1,10/16/2022,20:34:25,0.137,215.7
dash,Guy Fieri's Fried Plantains with Sweet Heat,south american,11.84,206.46,120.46,10/16/2022,20:34:25,0.057,1.714
dash,Beef and Vegetable Kabob,middle eastern,98.58,18.15,87.59,10/16/2022,20:34:25,5.431,0.207
dash,Sweet & Spicy Roasted Carrots,south american,6.09,76.45,30.24,10/16/2022,20:34:25,0.08,2.528
dash,"Easy, Lemony Chicken & Rice Soup with Dill",japanese,200.16,277.52,67.05,10/16/2022,20:34:25,0.721,4.139
dash,Moist and Savory Stuffing,american,61.47,343.49,21.05,10/16/2022,20:34:25,0.179,16.318
dash,Apple-Bacon Egg Bake,american,43.18,48.95,76.63,10/16/2022,20:34:25,0.882,0.639
dash,Balsamic-glazed scallops,mediterranean,83.39,33.31,49.65,10/16/2022,20:34:25,2.503,0.671
dash,Grilled Mango and Marinated Sirloin Kebabs,american,115.86,96.18,25.33,10/16/2022,20:34:31,1.205,3.797
dash,Caesar Dressing recipes,american,12.08,6.85,64.18,10/16/2022,20:34:31,1.764,0.107
dash,Hot Artichoke-Parmesan Spread,mediterranean,70.23,52.11,60.7,10/16/2022,20:34:31,1.348,0.858
dash,"Spicy, Smoky Homemade Kale Chips",south american,11.21,23.5,36.59,10/16/2022,20:34:31,0.477,0.642
dash,Classic Chicken Salad recipes,american,26.47,2.52,28.67,10/16/2022,20:34:31,10.504,0.088
dash,Pad See Ew,south east asian,28.98,155.63,65.99,10/16/2022,20:34:31,0.186,2.358
dash,Lime-Glazed Angel Food Cake,american,34.65,596.87,15.97,10/16/2022,20:34:31,0.058,37.374
dash,Lobster With Thermidor Butter,american,70.84,21.45,128.56,10/16/2022,20:34:31,3.303,0.167
dash,Roasted Tomato Hummus,mediterranean,42.35,128.35,50.71,10/16/2022,20:34:31,0.33,2.531
dash,Sauteed fiddlehead ferns,french,25.99,32.7,29.31,10/16/2022,20:34:31,0.795,1.116
dash,Spicy Green Bean Salad,mediterranean,20.84,120.41,47.94,10/16/2022,20:34:31,0.173,2.512
dash,Drinking in Season: Cranberry Crush Recipe,american,0.44,218.38,0.13,10/16/2022,20:34:31,0.002,1679.846
dash,Lemon Linguine recipes,italian,73.7,184.16,57.89,10/16/2022,20:34:31,0.4,3.181
dash,Himalayan Salt Bowl Chocolate Fondue Recipe,italian,34.66,246.9,186.26,10/16/2022,20:34:31,0.14,1.326
dash,Caesar Brussels Sprouts Salad with Almonds,american,22.56,39.91,35.15,10/16/2022,20:34:31,0.565,1.135
dash,Quinoa Eetch (Red Quinoa Tabouli),middle eastern,35.52,169.51,28.17,10/16/2022,20:34:38,0.21,6.017
dash,Strawberry Love Dessert And Its Coconut Cream,french,16.52,119.84,76.99,10/16/2022,20:34:38,0.138,1.557
dash,Chocolate and Berry-Covered Meringue,american,21.74,252.41,15.87,10/16/2022,20:34:38,0.086,15.905
dash,Chinese Vegetarian Chicken,chinese,39.62,67.92,56.91,10/16/2022,20:34:38,0.583,1.193
dash,"Sautè of Liver, Bacon, and Shallots",central europe,103.84,59.26,145.62,10/16/2022,20:34:38,1.752,0.407
dash,Classic Canadian Bacon Eggs Benedict recipes,american,58.98,34.73,155.33,10/16/2022,20:34:38,1.698,0.224
dash,Chipotle Flourless Chocolate Cake,mexican,44.5,395.17,189.79,10/16/2022,20:34:38,0.113,2.082
dash,Roasted Fig Cocktail Recipe,mediterranean,5.0,135.28,1.88,10/16/2022,20:34:38,0.037,71.957
dash,Lemony Prawns & Avocado,british,187.4,413.56,190.68,10/16/2022,20:34:38,0.453,2.169
dash,Apple and Cashew Spread Sandwich,mediterranean,15.98,54.71,33.77,10/16/2022,20:34:38,0.292,1.62
dash,Sweet Heat Green Beans,south east asian,7.14,35.39,24.66,10/16/2022,20:34:38,0.202,1.435
dash,Baked Rice and Cheese,american,149.2,594.04,152.41,10/16/2022,20:34:38,0.251,3.898
dash,Party Cheese Ball,american,66.98,27.37,196.47,10/16/2022,20:34:38,2.447,0.139
dash,Cold Japanese Soba Noodles with Green Onion,asian,38.9,150.13,9.94,10/16/2022,20:34:38,0.259,15.104
dash,Ginger-Glazed Grilled Carrot And Pea Shoot Salad,south american,7.59,73.68,28.64,10/16/2022,20:34:38,0.103,2.573
dash,Fried ham and cheese sandwich,italian,94.87,36.26,157.3,10/16/2022,20:34:38,2.616,0.231
dash,The Chicago Hot Dog,american,12.32,38.71,14.84,10/16/2022,20:34:38,0.318,2.608
dash,Chipotle-Honey Roast Cauliflower with Basil,mediterranean,13.16,90.45,43.85,10/16/2022,20:34:45,0.145,2.063
dash,Lump Crab Cakes from Bowens Island,american,94.81,57.85,131.8,10/16/2022,20:34:45,1.639,0.439
dash,Ultra Creamy Mashed Potatoes,american,68.23,376.47,78.66,10/16/2022,20:34:45,0.181,4.786
dash,Caramelised Apple Cake With Cointreau Custard,american,56.46,389.76,159.32,10/16/2022,20:34:45,0.145,2.446
dash,Cheddar and Pumpkin-seed Oatcakes,mediterranean,43.5,92.78,61.37,10/16/2022,20:34:45,0.469,1.512
dash,Pimento Cheese recipes,south american,57.05,16.17,166.2,10/16/2022,20:34:45,3.528,0.097
dash,Pesto Cottage Cheese Dip,american,86.52,298.87,131.06,10/16/2022,20:34:45,0.289,2.28
dash,Fresh Raspberry Lemon Cheesecake Tart,american,34.42,314.07,177.51,10/16/2022,20:34:45,0.11,1.769
dash,Fig-Pecan Macaroons,american,18.18,249.45,78.93,10/16/2022,20:34:45,0.073,3.16
dash,Cilantro Chicken Milanese with Raita recipes,american,132.73,97.51,89.35,10/16/2022,20:34:45,1.361,1.091
dash,Fig & Squash Blossom Salad,mexican,6.35,30.01,46.25,10/16/2022,20:34:45,0.212,0.649
dash,Garlic Cheese Bread,italian,196.95,173.29,393.45,10/16/2022,20:34:45,1.137,0.44
dash,Cheater Baked beans,american,50.04,263.64,37.63,10/16/2022,20:34:45,0.19,7.006
dash,Grilled Plum & Strawberry Skewers with Sweet Mint Pesto,american,8.83,56.42,24.92,10/16/2022,20:34:45,0.157,2.264
dash,East of Ireland Recipe,american,1.32,331.48,1.09,10/16/2022,20:34:45,0.004,304.11
dash,Memphis Magic,american,3.89,39.52,35.41,10/16/2022,20:34:45,0.098,1.116
dash,“Gypsy” Celebration Soup,south american,79.32,295.36,55.55,10/16/2022,20:34:45,0.269,5.317
dash,Cheese Straws,american,258.22,398.13,493.73,10/16/2022,20:34:45,0.649,0.806
dash,Fresh Mint Ice Cream,french,28.01,205.21,44.29,10/16/2022,20:34:52,0.136,4.633
dash,Sugar Biscuits recipes,american,50.63,938.69,301.03,10/16/2022,20:34:52,0.054,3.118
dash,The Blood Orange Marmalade Sour,world,1.68,25.24,0.08,10/16/2022,20:34:52,0.067,315.5
dash,Spiced Butternut Soup with Crab,south american,52.77,79.05,8.49,10/16/2022,20:34:52,0.668,9.311
dash,Summer Spaghetti,italian,89.64,160.8,82.64,10/16/2022,20:34:52,0.557,1.946
dash,Honey-Orange Marshmallows,american,72.31,648.5,12.14,10/16/2022,20:34:52,0.112,53.418
dash,Fresh Strawberry Ice Cream,american,21.66,216.5,191.25,10/16/2022,20:34:52,0.1,1.132
dash,Roasted Cumin-Rubbed Snapper,mediterranean,123.34,66.65,66.84,10/16/2022,20:34:52,1.851,0.997
dash,Strawberry Yogurt Tartelette,american,48.96,185.03,50.98,10/16/2022,20:34:52,0.265,3.629
dash,Carmelized onion with bacon and green apple dip/spread,american,22.08,49.91,91.59,10/16/2022,20:34:52,0.442,0.545
dash,Frosted Cauliflower Recipe,american,32.93,20.61,112.92,10/16/2022,20:34:52,1.598,0.183
dash,Shrimp Toast,french,120.65,391.69,83.07,10/16/2022,20:34:52,0.308,4.715
dash,Black Skillet Cornbread,american,72.12,264.58,101.56,10/16/2022,20:34:52,0.273,2.605
dash,The Awesome-Est Blueberry Muffins,american,18.65,286.51,135.67,10/16/2022,20:34:52,0.065,2.112
dash,Frog Legs with Garlic and Parsley,french,89.79,6.43,21.01,10/16/2022,20:34:52,13.964,0.306
dash,Maple Water Golden Milk,american,0.41,4.7,27.34,10/16/2022,20:34:52,0.087,0.172
dash,Cranberry-Almond Green Salad with Honey Mustard Vinaigrette recipes,american,22.64,20.37,196.99,10/16/2022,20:34:52,1.111,0.103
dash,Scallops beurre blanc,french,19.13,25.49,102.68,10/16/2022,20:34:58,0.75,0.248
dash,Spiced-Pomegranate Poached Pears,american,6.72,108.36,20.4,10/16/2022,20:34:58,0.062,5.312
dash,Alexander McCream Spiced Pumpkin Ice Cream,american,15.35,136.14,59.35,10/16/2022,20:34:58,0.113,2.294
dash,Orange Sling,french,0.35,40.21,0.33,10/16/2022,20:34:58,0.009,121.848
dash,Viewing Party Cocktail: A Brief History of Thyme,world,0.6,11.19,0.29,10/16/2022,20:34:58,0.054,38.586
dash,Deviled ‘Guacamole’ Eggs Dip,south american,46.05,15.74,64.83,10/16/2022,20:34:58,2.926,0.243
dash,Hot Roast Beef Sandwiches,american,254.49,291.71,260.4,10/16/2022,20:34:58,0.872,1.12
dash,Funky Monkey Parfaits,french,32.04,381.37,60.28,10/16/2022,20:34:58,0.084,6.327
dash,Salmon Ceviche with Avocado and Ginger Recipe,nordic,74.69,31.41,75.43,10/16/2022,20:34:58,2.378,0.416
dash,Apple Injected Smoked Pork,mediterranean,422.8,112.22,300.14,10/16/2022,20:34:58,3.768,0.374
dash,Fudge Cake,american,66.2,508.28,342.13,10/16/2022,20:34:58,0.13,1.486
dash,Peach and Cardamon Crisp,american,11.19,171.65,48.76,10/16/2022,20:34:58,0.065,3.52
dash,Individual Sausage Casseroles recipes,british,204.66,25.38,234.08,10/16/2022,20:34:58,8.064,0.108
dash,Chorizo-and-Cilantro Eggs,mediterranean,71.88,7.22,159.5,10/16/2022,20:34:58,9.956,0.045
dash,Blood Mary Pickles,world,6.64,43.62,1.55,10/16/2022,20:35:05,0.152,28.142
dash,"Stuffed Red Peppers ,Creole.",american,26.61,84.66,41.17,10/16/2022,20:35:05,0.314,2.056
dash,Red Hot Apple Pie in a Mug,french,6.73,121.93,42.92,10/16/2022,20:35:05,0.055,2.841
dash,Flourless Chocolate Cake,american,57.67,392.69,297.45,10/16/2022,20:35:05,0.147,1.32
dash,Sweet-and-Spicy Yogurt,mediterranean,21.83,14.19,15.88,10/16/2022,20:35:05,1.538,0.894
dash,Cucumber Dill Yogurt Salad recipes,american,16.59,56.3,9.33,10/16/2022,20:35:05,0.295,6.034
dash,Heirloom Tomato with Mango Vinaigrette on a Toasted Baguette,american,75.82,261.78,138.47,10/16/2022,20:35:05,0.29,1.891
dash,Homegrown Microgreens Salad recipes,american,9.83,36.62,47.89,10/16/2022,20:35:05,0.268,0.765
dash,Tomatillo Corn Salsa Recipe,south american,4.85,35.43,2.54,10/16/2022,20:35:05,0.137,13.949
dash,Eat for Eight Bucks: Roasted Tomato Quesadillas with Cilantro Cream Recipe,mexican,47.77,95.1,93.53,10/16/2022,20:35:05,0.502,1.017
dash,Balsamic Onion and Thyme Carrots,american,6.59,66.0,28.25,10/16/2022,20:35:05,0.1,2.336
dash,Sneaky Stovetop Mac ’N‘ Cheese,american,138.13,224.79,151.29,10/16/2022,20:35:05,0.614,1.486
dash,Butternut Bowl o' Soup,south american,23.21,151.88,15.54,10/16/2022,20:35:05,0.153,9.773
dash,Thai Turkey Noodle Soup,american,162.99,246.95,80.25,10/16/2022,20:35:05,0.66,3.077
dash,Charleston Bread Pudding With Whiskey-Soaked Raisins,british,70.01,544.27,129.05,10/16/2022,20:35:05,0.129,4.218
dash,"Roast Beef, Arugula, and Pickled Onion Wrap",american,19.61,46.91,10.93,10/16/2022,20:35:05,0.418,4.292
dash,Honey-Pear Pizza,italian,37.72,183.99,64.54,10/16/2022,20:35:05,0.205,2.851
dash,Bloody Marys,french,10.36,42.54,2.9,10/16/2022,20:35:05,0.244,14.669
dash,Pimento Cheese,south american,132.27,48.53,232.39,10/16/2022,20:35:12,2.726,0.209
dash,Sauteed Bananas with Tangy Sweet Cream,american,7.59,166.29,34.2,10/16/2022,20:35:12,0.046,4.862
dash,MARINATED ZUCCHINI & TOMATO LASAGNA with CASHEW HERB CHEESE recipes,italian,35.64,80.72,78.88,10/16/2022,20:35:12,0.442,1.023
dash,Breakfast Burritos For 2,mexican,53.78,66.4,66.15,10/16/2022,20:35:12,0.81,1.004
dash,Balsamic Mushroom Quinoa,south american,27.03,136.63,37.38,10/16/2022,20:35:12,0.198,3.655
dash,Roasted Garlic Aioli,mediterranean,15.48,49.44,190.19,10/16/2022,20:35:12,0.313,0.26
dash,Garlic Cheese Bread recipes,italian,196.95,173.29,393.45,10/16/2022,20:35:12,1.137,0.44
dash,Pumpkin Flip,american,2.97,23.78,0.91,10/16/2022,20:35:12,0.125,26.132
dash,Game Day BBQ Chicken Pizzettes recipes,american,165.63,496.59,474.25,10/16/2022,20:35:12,0.334,1.047
dash,Swiss Chard Tzatziki (Yogurt Dip) recipes,mediterranean,22.94,90.83,31.37,10/16/2022,20:35:12,0.253,2.895
dash,The Pit Authentic Barbecue's Coleslaw,central europe,13.75,89.28,252.18,10/16/2022,20:35:12,0.154,0.354
dash,Vegetarian Pad See Ew,south east asian,28.98,155.63,65.99,10/16/2022,20:35:12,0.186,2.358
dash,Italian Pork and Pepper Stew ~ Crock Pot Style,italian,187.76,64.41,116.05,10/16/2022,20:35:12,2.915,0.555
dash,Baby Vegetable Antipasto,italian,38.01,117.57,38.46,10/16/2022,20:35:12,0.323,3.057
dash,My crumble topping,american,12.21,159.36,63.06,10/16/2022,20:35:12,0.077,2.527
dash,Leftover-Babka Bread Pudding Recipe,british,77.22,342.09,144.45,10/16/2022,20:35:12,0.226,2.368
dash,End of summer golden gazpacho,italian,38.72,203.87,90.84,10/16/2022,20:35:12,0.19,2.244
